caseid,age,if_discrim,if_cyber_bullying,if_drugs,if_drink,if_school_attandence,if_mental_healthy,working_hour_weekly,number_relative_friends
633,5,0,NA,0,7,0,3,NA,6
634,6,0,NA,0,1,0,3,NA,10
635,5,0,NA,0,4,0,1,NA,4
636,7,0,NA,0,1,0,1,NA,1
637,3,0,NA,0,3,0,3,30,7
638,4,0,NA,0,7,0,2,60,4
639,6,0,NA,0,6,0,1,NA,10
640,7,0,NA,0,7,0,2,NA,20
641,5,0,NA,0,6,0,2,NA,3
642,6,0,NA,0,3,0,1,NA,50
643,2,0,NA,0,5,0,2,72,2
644,5,0,NA,0,4,0,2,40,10
645,3,0,NA,0,4,0,1,40,50
646,3,0,NA,0,3,0,1,40,4
647,3,0,NA,0,6,0,1,40,5
648,5,0,NA,0,2,0,2,50,5
649,5,0,NA,0,3,0,1,20,3
650,5,0,NA,0,7,0,5,NA,6
651,2,0,NA,0,4,0,1,40,10
652,4,0,NA,0,2,0,1,60,20
653,1,0,NA,0,7,0,4,NA,0
654,4,0,NA,0,7,0,1,NA,4
655,5,0,NA,0,6,0,1,NA,10
656,7,0,NA,0,4,0,2,60,5
657,3,0,NA,0,7,0,3,40,6
658,2,0,NA,0,3,0,2,40,15
659,4,0,NA,0,5,0,2,40,50
660,5,0,NA,0,7,0,3,40,10
661,2,1,0,0,5,1,3,16,5
662,6,0,NA,0,5,0,1,NA,6
663,1,1,NA,0,7,0,3,16,10
664,6,0,NA,0,7,0,1,NA,35
665,3,0,NA,0,7,0,3,40,0
666,2,0,1,0,3,0,1,44,20
667,4,1,NA,0,3,0,2,52,20
668,1,0,NA,0,5,1,2,15,16
669,6,0,NA,0,7,0,3,NA,50
670,4,0,NA,0,3,0,1,NA,30
671,6,0,NA,0,3,0,1,NA,50
672,3,0,NA,0,3,0,2,80,15
673,4,1,0,0,1,0,1,40,30
674,1,1,NA,0,7,0,3,25,2
675,5,NA,NA,NA,NA,NA,NA,NA,1
676,4,0,NA,0,5,0,2,40,2
677,3,0,NA,0,7,1,1,40,10
678,4,0,NA,0,7,0,1,40,5
679,7,0,NA,0,3,0,2,NA,24
680,4,0,NA,0,5,0,3,70,5
681,4,0,NA,0,7,0,1,47,20
682,3,0,NA,0,7,0,2,50,4
683,5,0,NA,0,7,0,2,40,6
684,5,0,NA,0,2,0,2,4,2
685,2,0,NA,0,1,0,3,40,NA
686,1,0,NA,0,7,1,1,NA,3
687,2,0,NA,0,5,0,2,40,35
688,1,0,NA,0,5,1,2,40,12
689,4,0,0,0,5,0,2,40,1
690,3,0,NA,0,7,0,1,45,25
691,6,0,NA,0,7,0,1,NA,10
692,4,0,NA,0,3,0,3,40,10
693,4,0,NA,0,3,0,1,37,50
694,2,0,NA,0,3,0,2,21,25
695,4,0,NA,0,7,0,2,37.5,15
696,6,0,NA,0,3,0,2,NA,4
697,3,0,NA,0,5,0,3,NA,8
698,2,0,NA,0,5,0,2,40,15
699,2,0,NA,0,5,0,1,40,12
700,4,0,NA,0,5,0,1,40,7
701,5,0,NA,0,3,0,1,30,1
702,3,0,NA,0,7,0,2,60,50
703,6,0,NA,0,5,0,2,NA,3
704,3,0,NA,0,5,0,2,40,20
705,5,0,NA,0,5,0,2,20,25
706,6,0,NA,0,5,0,3,10,10
707,6,0,NA,0,4,0,1,NA,20
708,5,0,NA,0,3,0,1,37.5,12
709,3,0,NA,0,4,0,1,NA,5
710,6,0,NA,0,3,0,3,NA,12
711,1,0,NA,0,5,1,1,40,10
712,7,0,NA,0,6,0,3,NA,6
713,6,0,NA,0,7,0,2,20,8
714,4,1,NA,0,5,0,3,NA,5
715,6,0,NA,0,3,0,1,NA,10
716,6,0,NA,0,7,0,1,NA,8
717,4,0,NA,0,4,0,3,40,4
718,5,0,NA,0,4,0,3,40,5
719,1,0,0,0,5,1,2,NA,5
720,1,0,NA,0,4,1,4,20,6
721,4,0,NA,0,5,0,2,37.5,10
722,3,0,NA,0,5,0,2,40,5
723,3,0,NA,0,2,0,2,38,5
724,5,0,NA,0,3,0,3,NA,20
725,7,1,NA,0,7,0,1,NA,4
726,7,0,NA,0,3,0,2,NA,NA
727,1,0,NA,0,7,0,1,6,7
728,4,0,NA,0,7,0,2,42,7
729,3,0,NA,0,4,0,3,40,10
730,3,1,NA,0,3,0,2,35,4
731,5,0,NA,0,7,0,1,40,30
732,6,0,NA,0,5,0,2,NA,10
733,4,0,NA,0,3,0,3,65,6
734,4,0,NA,0,5,0,1,45,10
735,2,0,NA,0,5,1,2,80,3
736,5,1,NA,0,5,0,1,NA,7
737,2,0,NA,0,5,0,1,36,10
738,6,1,NA,0,5,0,2,NA,10
739,6,0,NA,0,1,1,1,168,6
740,4,0,NA,0,3,0,2,40,100
741,6,1,NA,0,4,0,2,40,12
742,6,0,NA,0,5,0,2,NA,2
743,4,0,NA,0,7,0,2,30,5
744,5,0,NA,0,3,0,3,NA,5
745,1,0,NA,0,5,1,2,30,5
746,5,0,NA,0,7,0,3,NA,10
747,4,0,NA,0,5,0,1,40,20
748,2,0,NA,0,5,0,1,28,20
749,6,0,NA,0,6,0,2,NA,10
750,1,0,0,0,7,1,2,NA,6
751,4,0,NA,0,7,0,2,35,3
752,6,0,NA,0,1,0,3,NA,10
753,7,0,NA,0,7,0,2,NA,20
754,4,0,NA,0,5,0,3,12,20
755,5,0,NA,0,4,0,3,NA,10
756,7,0,NA,0,7,0,1,NA,7
757,4,0,NA,0,7,0,1,40,15
758,1,0,NA,0,5,0,2,40,10
759,2,0,NA,0,5,0,2,36.7,10
760,7,0,NA,0,2,0,1,NA,20
761,4,1,NA,0,3,0,3,37.5,4
762,3,0,NA,0,5,0,3,50,8
763,4,0,NA,0,7,0,4,25,11
764,2,0,NA,0,7,1,3,NA,20
765,2,0,NA,0,4,0,1,37.5,1
766,3,0,NA,0,2,0,4,40,2
767,4,0,NA,0,5,0,1,36,3
768,6,1,NA,0,6,0,NA,NA,1
769,5,0,NA,0,5,0,1,NA,6
770,2,0,NA,0,7,1,3,40,10
771,4,0,NA,0,5,0,1,23,24
772,3,0,NA,0,5,1,1,42,20
773,6,0,NA,0,5,0,1,NA,20
774,6,0,1,0,6,0,3,NA,5
775,1,0,NA,0,5,1,1,NA,15
776,4,0,NA,0,5,0,2,40,6
777,2,1,NA,0,3,0,3,40,4
778,3,0,NA,0,6,0,3,40,6
779,3,0,NA,0,5,0,1,30,5
780,2,0,NA,0,5,0,2,40,3
781,5,0,NA,0,4,0,2,3,2
782,1,0,NA,0,5,0,1,40,20
783,5,0,NA,0,5,0,2,35,15
784,5,0,NA,0,2,0,1,16,10
785,7,0,NA,0,4,0,2,NA,NA
786,3,0,NA,0,4,0,1,35,20
787,4,0,NA,0,7,0,1,40,0
788,5,0,NA,0,4,0,1,28,3
789,3,0,NA,0,3,0,1,40,6
790,4,0,NA,0,3,0,1,40,10
791,6,0,NA,0,7,0,3,4,12
792,7,0,NA,0,4,0,2,NA,6
793,5,0,NA,0,7,0,2,40,20
794,4,0,NA,0,5,0,2,37.5,20
795,5,0,NA,0,3,0,1,30,25
796,3,1,NA,0,NA,0,3,50,10
797,6,0,NA,0,3,0,2,NA,6
798,3,0,NA,0,4,0,3,40,6
799,1,0,NA,0,7,0,2,NA,3
800,2,0,NA,0,5,1,2,40,2
801,5,0,NA,0,1,0,2,NA,6
802,2,0,NA,0,7,0,1,NA,7
803,4,0,NA,0,4,0,3,45,NA
804,6,0,NA,0,1,0,1,30,10
805,5,0,NA,0,7,0,1,60,1
806,3,0,NA,0,5,0,3,37,15
807,5,0,NA,0,5,0,2,15,20
808,5,0,NA,0,5,0,2,40,20
809,4,0,NA,0,4,0,3,40,3
810,2,1,NA,0,4,0,2,36.5,25
811,6,0,NA,0,7,0,1,NA,NA
812,7,0,NA,0,7,0,2,NA,6
813,3,0,NA,0,4,0,2,40,7
814,3,0,NA,0,5,0,1,60,10
815,6,0,NA,0,2,0,1,NA,12
816,2,0,NA,0,5,0,1,35,5
817,6,0,NA,0,7,0,5,NA,NA
818,2,0,NA,0,6,0,1,35,20
819,5,0,NA,0,3,0,2,NA,15
820,5,0,1,0,5,0,4,70,4
821,5,0,NA,0,7,0,3,60,15
822,4,0,NA,0,2,0,1,40,15
823,2,0,NA,0,3,0,1,40,7
824,4,0,0,0,3,0,1,20,10
825,7,0,NA,0,7,0,1,NA,25
826,6,0,NA,0,4,0,2,44,12
827,3,0,NA,0,3,0,2,37.5,50
828,2,0,0,0,7,1,2,NA,5
829,1,0,NA,0,5,0,1,40,3
830,3,0,NA,0,6,0,3,40,6
831,6,0,NA,0,3,0,1,NA,1
832,1,0,1,0,7,1,2,NA,10
833,1,0,NA,0,5,1,3,10,5
834,5,0,NA,0,5,0,2,NA,10
835,1,0,NA,0,7,1,1,30,4
836,7,0,NA,0,1,0,3,NA,25
837,2,NA,NA,NA,NA,NA,NA,NA,3
838,1,0,NA,0,5,1,2,15,10
839,2,0,NA,0,6,0,1,40,30
840,3,0,NA,0,4,0,1,NA,20
841,4,0,NA,0,1,0,2,45,15
842,3,0,NA,0,7,0,1,27,0
843,1,0,NA,0,4,0,2,16,15
844,3,0,NA,0,6,0,1,40,5
845,7,0,NA,0,7,0,2,NA,2
846,3,0,NA,0,3,0,1,20,20
847,2,0,NA,0,3,0,1,40,10
848,6,0,NA,0,4,0,3,NA,10
849,5,0,NA,0,2,0,1,NA,12
850,7,0,NA,0,1,0,3,NA,4
851,3,0,NA,0,7,0,1,6,4
852,7,0,NA,0,5,0,3,NA,6
853,2,0,NA,0,2,0,3,21,30
854,1,1,NA,0,7,0,3,25,1
855,1,0,NA,0,7,1,1,35,5
856,3,0,0,0,7,0,4,NA,20
857,5,0,NA,0,3,0,1,35,2
858,2,0,NA,0,7,0,2,56,10
859,4,0,1,0,4,0,3,40,50
860,5,0,NA,0,1,0,4,NA,7
861,3,0,NA,0,3,0,2,37.5,7
862,6,0,NA,0,5,0,2,NA,5
863,4,0,NA,0,5,0,1,40,2
864,1,1,NA,0,7,1,3,NA,50
865,1,0,NA,0,7,1,3,20,10
866,6,0,NA,0,4,0,3,NA,6
867,2,0,NA,0,4,0,2,37.5,12
868,4,0,NA,0,4,0,3,37.5,6
869,5,0,NA,0,5,0,1,NA,8
870,6,0,NA,0,5,0,4,NA,200
871,1,0,NA,0,4,1,2,40,2
872,5,0,NA,0,3,0,1,8,15
873,6,0,NA,0,5,0,3,NA,20
874,5,0,NA,0,5,0,2,40,8
875,6,0,NA,0,4,0,1,NA,6
876,4,0,NA,0,5,0,1,NA,8
877,7,0,NA,0,6,0,3,NA,6
878,3,0,NA,0,5,0,1,50,10
879,5,0,NA,0,3,0,2,NA,50
880,7,0,NA,0,6,0,3,NA,4
881,1,1,NA,0,5,1,3,45,NA
882,6,0,NA,0,4,0,3,NA,10
883,7,0,NA,0,7,0,5,NA,4
884,4,0,NA,0,3,0,2,50,8
885,3,0,NA,0,7,0,2,48,5
886,4,0,NA,0,7,0,1,35,10
887,3,0,NA,0,4,0,2,48,10
888,1,0,NA,0,5,1,3,8,5
889,2,0,NA,0,5,0,2,NA,120
890,1,0,NA,0,7,1,1,NA,5
891,3,0,NA,0,7,0,3,NA,25
892,1,0,NA,0,7,1,2,NA,15
893,4,0,0,0,7,0,1,20,7
894,1,0,NA,0,5,1,2,25,10
895,6,1,NA,0,7,0,2,NA,12
896,2,0,NA,0,6,0,2,45,1
897,4,0,NA,0,4,0,3,40,30
898,5,0,NA,0,3,0,1,30,10
899,1,0,NA,0,7,1,2,1,1
900,4,1,NA,0,3,0,2,60,20
901,7,0,NA,0,7,0,2,NA,3
902,4,0,NA,0,7,0,4,60,3
903,5,0,NA,0,6,0,3,80,10
904,5,0,NA,0,7,0,1,35,20
905,5,0,NA,0,3,0,1,40,12
906,6,0,NA,0,5,0,1,55,10
907,5,0,NA,0,3,0,2,35,50
908,4,0,NA,0,7,0,1,45,5
909,2,0,NA,0,4,0,1,37.5,5
910,5,0,NA,0,1,0,1,NA,5
911,6,0,NA,0,1,0,2,NA,8
912,6,1,NA,0,1,0,4,30,20
913,2,0,NA,0,3,0,1,40,10
914,5,0,NA,0,1,0,1,40,10
915,6,0,NA,0,7,0,1,40,5
916,3,0,NA,0,7,0,3,6,3
917,5,0,NA,0,1,0,3,NA,NA
918,2,0,NA,0,5,0,2,60,15
919,5,0,NA,0,7,0,1,40,12
920,1,1,NA,0,7,1,1,15,25
921,1,0,NA,0,1,0,1,40,5
922,6,0,NA,0,2,0,1,NA,20
923,2,0,NA,0,3,0,1,25,30
924,4,0,NA,0,5,0,3,45,5
925,1,0,NA,0,7,1,1,NA,12
926,4,0,NA,0,3,0,2,20,3
927,1,0,NA,0,5,1,1,NA,5
928,4,0,NA,0,5,0,1,42,4
929,4,0,NA,0,5,0,1,30,NA
930,6,0,NA,0,7,0,1,NA,10
931,4,0,NA,0,4,0,1,40,4
932,1,0,NA,0,7,1,1,NA,NA
933,5,0,NA,0,3,0,1,40,12
934,6,0,NA,0,4,0,2,NA,5
935,5,0,NA,0,7,0,2,40,20
936,4,0,NA,0,7,0,3,24,3
937,4,0,NA,0,3,0,1,10,5
938,2,0,NA,0,4,0,1,35,12
939,5,0,NA,0,6,0,3,30,20
940,2,1,NA,0,7,0,1,37,3
941,5,1,NA,0,5,0,5,NA,8
942,3,0,NA,0,5,0,2,40,8
943,7,0,NA,0,7,0,3,NA,2
944,5,0,NA,0,3,0,3,NA,3
945,2,0,NA,0,5,0,1,40,3
946,6,0,NA,0,5,0,1,NA,7
947,5,0,NA,0,7,0,1,37.5,50
948,2,0,NA,0,5,0,2,4,5
949,6,0,NA,0,7,0,2,NA,4
950,6,0,NA,0,6,0,3,NA,10
951,6,0,NA,0,5,0,1,NA,3
952,1,1,NA,0,4,1,2,NA,2
953,2,0,NA,0,3,0,2,38,20
954,6,0,NA,0,7,0,4,NA,15
955,5,0,NA,0,7,0,2,40,6
956,6,0,NA,0,2,0,1,4,3
957,5,0,NA,0,7,0,1,40,2
958,6,0,NA,0,5,0,2,NA,0
959,1,1,NA,1,5,0,4,18,3
960,7,0,NA,0,3,0,2,NA,NA
961,5,0,NA,0,4,0,2,NA,4
962,5,0,NA,0,6,0,2,60,20
963,1,0,NA,0,4,1,3,NA,3
964,5,0,NA,0,7,0,2,NA,10
965,1,0,NA,0,7,1,4,6,20
966,3,0,NA,0,3,0,2,50,6
967,5,0,NA,0,1,0,2,NA,25
968,4,1,NA,0,7,0,1,40,0
969,2,0,NA,0,3,0,2,20,15
970,2,0,NA,0,5,0,3,NA,10
971,5,0,NA,0,5,0,1,40,5
972,4,0,NA,0,4,0,1,NA,8
973,7,0,NA,0,1,0,2,NA,3
974,4,0,NA,0,3,0,2,NA,4
975,5,0,NA,0,5,0,1,NA,3
976,6,0,NA,0,7,0,2,NA,4
977,3,1,NA,0,2,0,3,NA,6
978,6,0,NA,0,4,0,3,NA,7
979,4,1,NA,0,6,0,4,44,6
980,6,0,NA,0,4,0,2,NA,10
981,5,0,NA,0,7,0,2,40,5
982,5,0,NA,0,7,0,3,NA,5
983,1,0,NA,0,4,1,2,15,13
984,7,0,NA,0,7,0,3,NA,10
985,2,0,NA,0,5,0,1,40,10
986,7,0,NA,0,3,0,1,NA,10
987,1,0,NA,0,5,1,1,NA,10
988,2,0,NA,0,2,0,2,NA,6
989,5,0,NA,0,4,0,1,NA,6
990,1,0,NA,0,6,1,1,17,5
991,6,1,NA,0,7,0,3,NA,10
992,5,0,NA,0,5,0,4,NA,2
993,4,1,NA,0,5,0,2,40,10
994,5,0,NA,0,2,0,2,37.5,5
995,1,0,NA,0,7,0,2,NA,5
996,3,0,NA,0,4,0,3,50,12
997,6,0,NA,0,1,0,3,40,12
998,5,0,NA,0,3,0,1,NA,50
999,3,0,NA,0,7,0,1,35,2
1000,3,0,NA,0,5,0,3,30,5
1001,5,0,NA,0,5,0,2,42,100
1002,6,0,NA,0,6,0,2,37.5,25
1003,5,0,NA,0,3,0,3,16,3
1004,5,0,NA,0,2,0,5,24,6
1005,4,0,NA,0,4,0,2,35,5
1006,3,0,NA,0,3,0,2,35,6
1007,5,0,1,0,7,0,2,35,2
1008,7,0,NA,0,1,0,1,NA,2
1009,5,0,NA,0,4,0,2,NA,3
1010,4,0,NA,0,7,0,3,40,5
1011,3,0,NA,0,5,0,3,27,40
1012,6,0,NA,0,7,0,2,NA,10
1013,5,0,NA,0,7,0,1,NA,10
1014,6,0,NA,0,5,0,2,20,5
1015,5,0,NA,0,5,0,2,35,5
1016,3,0,NA,0,4,0,1,40,6
1017,3,0,NA,0,7,0,3,37.5,4
1018,6,0,NA,0,3,0,2,40,12
1019,7,0,NA,0,7,0,2,NA,5
1020,7,0,NA,0,5,0,2,NA,6
1021,4,0,NA,0,7,0,2,50,10
1022,2,0,NA,0,7,0,2,30,6
1023,7,0,NA,0,5,0,3,NA,NA
1024,6,0,NA,0,6,0,3,10,12
1025,4,0,NA,0,7,0,1,15,2
1026,3,0,NA,0,6,0,2,37.5,6
1027,4,0,NA,0,7,0,4,NA,3
1028,5,0,NA,0,3,0,1,NA,200
1029,5,1,NA,0,3,0,3,NA,10
1030,3,0,NA,0,4,0,3,45,12
1031,2,0,NA,0,3,0,3,70,6
1032,4,0,NA,0,7,0,1,NA,4
1033,4,1,NA,0,5,0,2,60,24
1034,4,0,NA,0,5,0,3,40,10
1035,6,0,NA,0,4,0,1,NA,8
1036,5,0,NA,0,6,0,1,40,3
1037,1,1,NA,0,5,1,1,18,3
1038,6,0,NA,0,4,0,1,NA,10
1039,6,0,NA,0,7,0,1,NA,6
1040,2,1,NA,0,6,0,3,40,30
1041,4,1,0,0,6,0,3,45,4
1042,3,0,NA,0,5,0,4,25,12
1043,1,0,NA,0,7,1,2,NA,5
1044,5,0,NA,0,4,0,1,32.5,5
1045,4,0,NA,0,5,0,2,30,40
1046,6,0,NA,0,5,0,5,27.5,10
1047,3,0,NA,0,3,1,3,37.5,4
1048,3,0,NA,0,3,0,1,35,5
1049,6,0,NA,0,1,0,1,18,6
1050,2,0,NA,0,2,0,2,45,4
1051,4,1,NA,0,7,0,2,45,5
1052,6,0,NA,0,6,0,2,NA,6
1053,7,0,NA,0,5,0,4,NA,2
1054,5,0,NA,0,7,0,1,NA,50
1055,3,0,NA,0,4,0,3,40,10
1056,6,0,NA,0,5,0,2,NA,25
1057,2,0,NA,0,2,0,1,40,20
1058,7,0,NA,0,7,0,1,NA,0
1059,5,0,NA,0,4,0,1,40,5
1060,6,0,NA,0,7,0,1,NA,50
1061,6,0,NA,0,3,0,3,NA,6
1062,5,0,NA,0,1,0,1,40,100
1063,3,0,NA,0,5,0,2,40,50
1064,2,0,NA,0,3,0,2,50,50
1065,2,1,NA,0,5,0,1,37.5,5
1066,7,0,NA,0,7,0,2,NA,1
1067,5,0,NA,0,7,0,1,NA,NA
1068,3,0,NA,0,3,0,3,55,10
1069,5,0,NA,0,6,0,3,37.5,6
1070,2,0,NA,0,7,0,3,35,3
1071,4,0,NA,0,5,0,1,20,6
1072,7,0,NA,0,5,0,1,NA,8
1073,5,0,NA,0,3,0,2,20,2
1074,4,1,NA,0,4,0,2,20,10
1075,2,0,NA,0,6,1,3,40,5
1076,1,0,NA,0,4,0,3,40,5
1077,5,0,NA,0,4,0,2,40,12
1078,4,0,NA,0,5,0,3,37.5,10
1079,1,0,NA,0,7,1,2,NA,5
1080,5,0,NA,0,5,0,2,40,20
1081,1,0,0,0,7,1,1,30,15
1082,4,0,NA,0,7,0,1,30,4
1083,1,0,NA,0,5,1,2,20,7
1084,5,0,NA,0,7,0,2,NA,12
1085,2,0,NA,0,6,0,2,40,15
1086,5,0,NA,0,5,0,2,35,20
1087,1,0,NA,0,5,1,1,NA,16
1088,2,0,NA,0,6,0,1,25,1
1089,3,0,NA,0,4,1,3,35,7
1090,1,0,NA,0,7,1,1,2.5,7
1091,4,1,NA,0,5,0,2,50,10
1092,3,0,NA,0,7,0,1,38,30
1093,6,0,NA,0,7,0,3,35,8
1094,7,0,NA,0,7,0,2,NA,34
1095,1,0,NA,0,5,1,4,NA,0
1096,5,0,NA,0,5,0,1,NA,6
1097,2,0,NA,0,5,0,3,40,5
1098,5,0,NA,0,5,0,2,NA,3
1099,6,0,NA,0,2,0,2,NA,20
1100,2,0,NA,0,1,0,3,40,5
1101,1,1,0,0,6,0,2,20,10
1102,4,0,NA,0,5,0,2,35,8
1103,7,0,NA,0,7,0,2,NA,20
1104,5,0,NA,0,4,0,2,NA,10
1105,6,0,NA,0,6,0,2,NA,12
1106,2,0,NA,0,5,1,3,15,6
1107,7,0,NA,0,7,0,3,NA,6
1108,2,0,NA,0,6,1,2,NA,2
1109,5,0,NA,0,1,0,2,NA,24
1110,5,0,NA,0,5,0,3,40,7
1111,2,0,NA,0,4,0,1,40,1
1112,1,NA,NA,NA,NA,NA,NA,NA,25
1113,5,0,NA,0,4,0,1,NA,6
1114,4,0,NA,0,3,0,3,35,5
1115,5,0,NA,0,7,0,1,NA,2
1116,3,0,NA,0,7,0,1,40,7
1117,2,0,NA,0,6,1,3,NA,2
1118,4,0,NA,0,7,0,2,60,10
1119,6,0,NA,0,7,0,3,NA,15
1120,3,0,NA,0,7,0,1,40,10
1121,6,0,NA,0,4,0,1,50,10
1122,2,0,NA,0,7,0,3,30,10
1123,4,0,NA,0,7,0,1,40,5
1124,4,0,NA,0,4,0,2,20,1
1125,1,0,NA,0,4,0,3,35,6
1126,4,0,NA,0,7,0,3,30,12
1127,4,0,NA,0,5,0,2,40,4
1128,7,0,NA,0,7,0,3,NA,20
1129,4,0,NA,0,4,0,1,40,5
1130,1,0,0,0,3,1,1,12,11
1131,3,0,NA,0,5,0,4,36.2,4
1132,2,0,NA,0,6,0,2,42,40
1133,4,0,NA,0,5,0,4,37.5,2
1134,1,0,NA,0,7,1,3,40,2
1135,3,0,NA,0,4,0,1,60,10
1136,7,0,NA,0,1,0,3,NA,2
1137,5,0,NA,0,7,0,1,32,10
1138,4,0,NA,0,6,0,2,44,12
1139,5,0,NA,0,3,0,1,6,10
1140,2,1,0,0,3,0,2,40,9
1141,4,0,NA,0,4,0,2,37.5,10
1142,6,0,NA,0,1,0,3,NA,100
1143,5,0,NA,0,3,0,2,30,7
1144,5,0,NA,0,7,0,1,77,50
1145,2,0,NA,0,3,0,1,35,30
1146,6,0,NA,0,7,0,1,25,NA
1147,6,0,NA,0,3,0,1,NA,NA
1148,3,0,NA,0,3,0,1,35,12
1149,2,0,NA,0,3,0,2,45,5
1150,5,0,NA,0,4,0,2,NA,6
1151,6,0,NA,0,3,0,3,NA,20
1152,6,0,NA,0,7,0,2,NA,10
1153,1,0,NA,0,5,1,2,NA,5
1154,7,0,NA,0,7,0,3,NA,20
1155,5,0,NA,0,2,0,2,14,20
1156,3,1,0,0,2,0,3,45,2
1157,3,0,NA,0,4,0,1,40,3
1158,3,0,NA,0,5,0,1,30,15
1159,1,0,NA,0,4,0,2,40,12
1160,4,0,0,0,7,0,1,39,20
1161,6,0,NA,0,4,0,3,NA,5
1162,2,0,NA,0,6,0,1,40,15
1163,6,0,NA,0,3,0,2,NA,8
1164,4,1,NA,0,3,0,3,77,6
1165,3,0,NA,0,3,0,3,40,7
1166,5,0,NA,0,7,0,2,NA,30
1167,6,0,NA,0,7,0,2,30,50
1168,3,0,NA,0,4,0,1,44,20
1169,3,0,NA,0,5,0,2,50,3
1170,7,0,NA,0,7,0,2,NA,6
1171,5,NA,NA,NA,NA,0,3,2,200
1172,6,0,NA,0,7,0,3,NA,25
1173,5,0,NA,0,5,0,1,50,10
1174,2,0,NA,0,2,0,1,45,40
1175,6,0,NA,0,5,0,2,NA,9
1176,4,0,NA,0,6,0,3,60,7
1177,6,0,NA,0,1,0,2,NA,10
1178,2,0,NA,0,5,1,1,19,12
1179,2,0,NA,0,7,0,1,35,6
1180,4,0,0,0,6,0,1,40,4
1181,5,1,NA,0,3,0,3,37.5,7
1182,7,0,NA,0,7,0,2,NA,6
1183,2,0,NA,0,7,0,1,40,9
1184,6,0,NA,0,3,0,1,NA,5
1185,2,0,NA,0,7,0,1,30,3
1186,2,0,NA,0,1,0,3,70,5
1187,5,0,NA,0,3,0,2,40,6
1188,5,1,NA,0,5,0,3,NA,10
1189,3,0,NA,0,5,0,4,37.5,40
1190,3,0,NA,0,3,0,1,50,30
1191,6,0,NA,0,6,0,3,NA,0
1192,6,0,NA,0,3,0,1,NA,40
1193,6,0,NA,0,7,0,2,NA,5
1194,4,0,NA,0,4,0,1,40,1
1195,4,0,NA,0,4,0,3,40,10
1196,4,0,NA,0,5,0,2,40,5
1197,5,0,NA,0,4,0,1,40,2
1198,7,0,NA,0,7,0,2,NA,NA
1199,6,0,NA,0,7,0,1,NA,12
1200,4,0,NA,0,3,0,3,40,6
1201,1,0,1,0,5,0,2,45,10
1202,1,0,NA,0,7,1,3,20,3
1203,5,0,NA,0,2,0,2,50,25
1204,1,0,NA,0,7,1,1,NA,15
1205,1,1,NA,0,6,1,2,NA,5
1206,2,NA,NA,NA,NA,NA,NA,NA,10
1207,3,0,NA,0,4,0,2,45,8
1208,7,0,NA,0,4,0,3,NA,5
1209,3,0,NA,0,7,0,3,38,5
1210,4,1,NA,0,2,0,2,35,15
1211,5,0,NA,0,5,0,1,37.5,8
1212,5,0,NA,NA,3,0,3,40,30
1213,4,1,NA,0,5,0,4,40,17
1214,7,0,NA,0,7,0,1,NA,4
1215,4,0,NA,0,4,0,2,40,12
1216,4,0,NA,0,3,0,1,35,7
1217,4,0,NA,0,3,0,1,48,12
1218,5,0,NA,0,7,1,2,65,10
1219,3,0,NA,0,4,0,2,40,8
1220,4,0,NA,0,5,0,1,25,20
1221,5,0,NA,0,3,0,3,37.5,20
1222,6,0,NA,0,3,0,2,NA,6
1223,3,0,NA,NA,NA,1,1,37.7,NA
1224,5,NA,NA,NA,3,0,1,10,2
1225,1,0,NA,0,4,1,2,40,30
1226,5,0,NA,0,3,0,1,NA,40
1227,6,0,NA,0,5,0,2,NA,6
1228,4,0,NA,0,5,0,1,NA,5
1229,2,1,NA,0,5,0,1,40,3
1230,2,0,NA,0,5,0,1,40,6
1231,3,0,NA,0,7,0,1,24,20
1232,3,0,NA,0,4,0,1,10,3
1233,7,0,NA,0,5,0,1,NA,2
1234,5,0,NA,0,4,0,1,40,4
1235,2,0,NA,0,3,0,1,40,50
1236,4,0,NA,0,7,0,2,NA,10
1237,4,0,NA,0,5,0,3,35,12
1238,4,0,NA,0,7,0,2,20,1
1239,2,1,NA,0,3,0,2,50,4
1240,5,0,NA,0,6,0,2,40,10
1241,6,0,NA,0,4,0,1,21,6
1242,7,0,NA,0,7,0,1,NA,NA
1243,4,0,NA,0,5,0,2,45,5
1244,5,0,NA,0,3,0,1,NA,7
1245,6,0,NA,0,4,0,3,NA,30
1246,3,0,NA,0,4,0,2,40,15
1247,6,0,NA,0,5,0,2,NA,10
1248,1,0,NA,0,5,1,3,NA,2
1249,5,0,NA,0,5,0,1,NA,25
1250,5,1,NA,0,4,0,5,21,3
1251,1,0,1,0,7,0,3,40,4
1252,4,0,NA,0,4,0,2,NA,20
1253,3,0,NA,0,3,0,4,35,5
1254,1,0,0,0,2,1,1,40,5
1255,4,1,NA,0,5,1,2,40,0
1256,4,0,NA,0,6,0,2,35,10
1257,6,0,NA,0,7,0,1,35,30
1258,5,0,NA,0,5,0,3,NA,5
1259,5,1,NA,0,3,0,4,40,24
1260,5,0,NA,0,6,0,4,50,30
1261,1,0,NA,0,7,1,2,NA,10
1262,4,1,NA,0,5,0,1,37.7,10
1263,1,1,NA,0,5,0,1,77,25
1264,1,0,NA,0,4,0,1,50,20
1265,2,0,NA,0,3,0,2,45,20
1266,4,0,NA,0,2,0,1,35,15
1267,3,0,NA,0,2,0,1,40,50
